OBJECTID,neighborhood,Response Month,Response Day,Response Year,citationIssued,policePrecinct,citationCnt
92335,McKinley,08,17,2018,YES,4,1
92349,Downtown West,08,17,2018,YES,1,1
92375,Whittier,08,17,2018,YES,5,1
92377,Sumner - Glenwood,08,17,2018,YES,4,1
92380,Steven's Square - Loring Heights,08,17,2018,YES,5,1
92381,Sumner - Glenwood,08,17,2018,YES,4,1
92383,Sumner - Glenwood,08,17,2018,YES,4,1
92384,Harrison,08,17,2018,YES,4,1
92390,Lowry Hill East,08,17,2018,YES,5,1
92392,Sumner - Glenwood,08,17,2018,YES,4,1
92394,North Loop,08,17,2018,YES,4,1
92404,Lyndale,08,17,2018,YES,5,1
92411,Downtown West,08,17,2018,YES,1,1
92417,Central,08,17,2018,YES,3,1
92419,Phillips West,08,17,2018,YES,3,1
92421,Near - North,08,17,2018,YES,4,1
92425,Hiawatha,08,17,2018,YES,3,1
92428,Nicollet Island - East Bank,08,17,2018,YES,2,1
92429,Downtown West,08,17,2018,YES,1,1
92431,Hiawatha,08,17,2018,YES,3,1
92434,Longfellow,08,17,2018,YES,3,1
92438,Cooper,08,18,2018,YES,3,1
92447,Como,08,18,2018,YES,2,1
92449,Como,08,18,2018,YES,2,1
92450,Windom Park,08,18,2018,YES,2,1
92456,Marcy Holmes,08,18,2018,YES,2,1
92460,Downtown East,08,18,2018,YES,1,1
92476,Jordan,08,18,2018,YES,4,1
92480,Lyndale,08,18,2018,YES,5,1
92488,Near - North,08,18,2018,YES,4,1
92492,Longfellow,08,18,2018,YES,3,1
92497,Steven's Square - Loring Heights,08,18,2018,YES,5,1
92512,Downtown West,08,18,2018,YES,1,1
92520,Hawthorne,08,18,2018,YES,4,1
92555,Mid - City Industrial,08,18,2018,YES,2,1
92556,Como,08,18,2018,YES,2,1
92586,Steven's Square - Loring Heights,08,19,2018,YES,5,1
92588,Whittier,08,19,2018,YES,5,1
92589,Steven's Square - Loring Heights,08,19,2018,YES,5,1
92601,Hawthorne,08,19,2018,YES,4,1
92605,Folwell,08,19,2018,YES,4,1
92607,Unknown,08,19,2018,YES,,1
92608,McKinley,08,19,2018,YES,4,1
92620,Central,08,19,2018,YES,3,1
92635,Phillips West,08,19,2018,YES,3,1
92663,Midtown Phillips,08,19,2018,YES,3,1
92666,Midtown Phillips,08,19,2018,YES,3,1
92719,Near - North,08,20,2018,YES,4,1
92730,Jordan,08,20,2018,YES,4,1
92739,Hawthorne,08,20,2018,YES,4,1
92743,Folwell,08,20,2018,YES,4,1
92765,Seward,08,20,2018,YES,3,1
92840,Central,08,21,2018,YES,3,1
92852,Near - North,08,21,2018,YES,4,1
92854,Columbia Park,08,21,2018,YES,2,1
92858,Near - North,08,21,2018,YES,4,1
92872,McKinley,08,21,2018,YES,4,1
92877,Lyndale,08,21,2018,YES,5,1
92883,Willard - Hay,08,21,2018,YES,4,1
92889,Willard - Hay,08,21,2018,YES,4,1
92892,Whittier,08,21,2018,YES,5,1
92898,Hawthorne,08,21,2018,YES,4,1
92900,Marshall Terrace,08,21,2018,YES,2,1
92904,Willard - Hay,08,21,2018,YES,4,1
92914,Near - North,08,21,2018,YES,4,1
92931,Elliot Park,08,21,2018,YES,1,1
92960,King Field,08,21,2018,YES,5,1
92968,Lyndale,08,21,2018,YES,5,1
93010,Downtown East,08,22,2018,YES,1,1
93015,ECCO,08,22,2018,YES,5,1
93039,Hawthorne,08,22,2018,YES,4,1
93047,Hawthorne,08,22,2018,YES,4,1
93054,Folwell,08,22,2018,YES,4,1
93056,Downtown West,08,22,2018,YES,1,1
93066,Near - North,08,22,2018,YES,4,1
93068,Near - North,08,22,2018,YES,4,1
93069,Near - North,08,22,2018,YES,4,1
93090,Lyndale,08,22,2018,YES,5,1
93107,Windom Park,08,22,2018,YES,2,1
93120,Holland,08,23,2018,YES,2,1
93125,North Loop,08,23,2018,YES,1,1
93129,Phillips West,08,23,2018,YES,3,1
93137,Nicollet Island - East Bank,08,23,2018,YES,2,1
93142,King Field,08,23,2018,YES,5,1
93146,Como,08,23,2018,YES,2,1
93148,Near - North,08,23,2018,YES,4,1
93150,Como,08,23,2018,YES,2,1
93152,Como,08,23,2018,YES,2,1
93154,Near - North,08,23,2018,YES,4,1
93155,Near - North,08,23,2018,YES,4,1
93156,Como,08,23,2018,YES,2,1
93158,Lowry Hill East,08,23,2018,YES,5,1
93160,Downtown West,08,23,2018,YES,1,1
93163,Loring Park,08,23,2018,YES,1,1
93165,Jordan,08,23,2018,YES,4,1
93170,Hawthorne,08,23,2018,YES,4,1
93174,Downtown West,08,23,2018,YES,1,1
93182,Logan Park,08,23,2018,YES,2,1
93235,Marcy Holmes,08,23,2018,YES,2,1
93260,Nicollet Island - East Bank,08,24,2018,YES,2,1
93263,Logan Park,08,24,2018,YES,2,1
93275,East Phillips,08,24,2018,YES,3,1
93277,Prospect Park - East River Road,08,24,2018,YES,2,1
93278,Logan Park,08,24,2018,YES,2,1
93281,Marcy Holmes,08,24,2018,YES,2,1
93282,Beltrami,08,24,2018,YES,2,1
93284,Como,08,24,2018,YES,2,1
93286,Audubon Park,08,24,2018,YES,2,1
93312,Downtown West,08,24,2018,YES,1,1
93326,Lowry Hill East,08,24,2018,YES,5,1
93365,Ventura Village,08,25,2018,YES,3,1
93367,Cedar Riverside,08,25,2018,YES,1,1
93372,Ventura Village,08,25,2018,YES,3,1
93378,Whittier,08,25,2018,YES,5,1
93396,Bottineau,08,25,2018,YES,2,1
93423,North Loop,08,25,2018,YES,1,1
93435,Whittier,08,25,2018,YES,5,1
93438,Victory,08,25,2018,YES,4,1
93492,Whittier,08,26,2018,YES,5,1
93498,Lyndale,08,26,2018,YES,5,1
93504,Midtown Phillips,08,26,2018,YES,3,1
93529,Marcy Holmes,08,26,2018,YES,2,1
93536,Longfellow,08,26,2018,YES,3,1
93590,Hawthorne,08,27,2018,YES,4,1
93592,King Field,08,27,2018,YES,5,1
93593,Near - North,08,27,2018,YES,4,1
93594,Hawthorne,08,27,2018,YES,4,1
93598,Willard - Hay,08,27,2018,YES,4,1
93603,Near - North,08,27,2018,YES,4,1
93611,Willard - Hay,08,27,2018,YES,4,1
93622,Hawthorne,08,27,2018,YES,4,1
93624,Hawthorne,08,27,2018,YES,4,1
93630,Harrison,08,27,2018,YES,4,1
93649,North Loop,08,27,2018,YES,1,1
93677,Lyndale,08,27,2018,YES,5,1
93706,Loring Park,08,28,2018,YES,1,1
93711,Folwell,08,28,2018,YES,4,1
93724,Whittier,08,28,2018,YES,5,1
93735,Whittier,08,28,2018,YES,5,1
93748,Holland,08,28,2018,YES,2,1
93753,Logan Park,08,28,2018,YES,2,1
93755,Near - North,08,28,2018,YES,4,1
93756,Whittier,08,28,2018,YES,5,1
93757,Near - North,08,28,2018,YES,4,1
93762,North Loop,08,28,2018,YES,1,1
93773,Victory,08,28,2018,YES,4,1
93776,Holland,08,28,2018,YES,2,1
93779,Hawthorne,08,28,2018,YES,4,1
93780,Hawthorne,08,28,2018,YES,4,1
93880,Downtown West,08,29,2018,YES,1,1
93882,Harrison,08,29,2018,YES,4,1
93885,Willard - Hay,08,29,2018,YES,4,1
93887,Hawthorne,08,29,2018,YES,4,1
93890,Willard - Hay,08,29,2018,YES,4,1
93891,Willard - Hay,08,29,2018,YES,4,1
93893,Jordan,08,29,2018,YES,4,1
93896,Folwell,08,29,2018,YES,4,1
93904,Whittier,08,29,2018,YES,5,1
93910,Loring Park,08,29,2018,YES,1,1
93916,Steven's Square - Loring Heights,08,29,2018,YES,5,1
93921,Ventura Village,08,29,2018,YES,3,1
93966,Phillips West,08,29,2018,YES,3,1
94024,Morris Park,08,30,2018,YES,3,1
94031,Bancroft,08,30,2018,YES,3,1
94035,North Loop,08,30,2018,YES,1,1
94040,Near - North,08,30,2018,YES,4,1
94058,Downtown West,08,30,2018,YES,1,1
94061,Hawthorne,08,30,2018,YES,4,1
94064,Near - North,08,30,2018,YES,4,1
94067,Hawthorne,08,30,2018,YES,4,1
94099,Lyndale,08,30,2018,YES,5,1
94119,Lyndale,08,31,2018,YES,5,1
94143,Hawthorne,08,31,2018,YES,4,1
94144,CARAG,08,31,2018,YES,5,1
94148,Loring Park,08,31,2018,YES,1,1
94157,Jordan,08,31,2018,YES,4,1
94160,Downtown West,08,31,2018,YES,1,1
94161,Near - North,08,31,2018,YES,4,1
94166,Folwell,08,31,2018,YES,4,1
94170,Sumner - Glenwood,08,31,2018,YES,4,1
94173,North Loop,08,31,2018,YES,1,1
94177,Webber - Camden,08,31,2018,YES,4,1
94180,Webber - Camden,08,31,2018,YES,4,1
94199,Downtown East,08,31,2018,YES,1,1
94209,Marcy Holmes,08,31,2018,YES,2,1
94210,Cedar Riverside,08,31,2018,YES,1,1
94215,Cedar Riverside,08,31,2018,YES,1,1
94218,North Loop,08,31,2018,YES,1,1
94219,Como,08,31,2018,YES,2,1
94231,Windom Park,08,31,2018,YES,2,1
94237,Como,08,31,2018,YES,2,1
94244,Como,08,31,2018,YES,2,1
94249,Marcy Holmes,08,31,2018,YES,2,1
94261,Downtown West,08,31,2018,YES,1,1
94262,North Loop,08,31,2018,YES,1,1
94274,Lowry Hill,09,01,2018,YES,5,1
94278,Howe,09,01,2018,YES,3,1
94283,Downtown East,09,01,2018,YES,1,1
94311,Cleveland,09,01,2018,YES,4,1
94314,Folwell,09,01,2018,YES,4,1
94324,CARAG,09,01,2018,YES,5,1
94337,Phillips West,09,01,2018,YES,3,1
94346,Downtown East,09,01,2018,YES,1,1
94353,Hiawatha,09,01,2018,YES,3,1
94356,Hiawatha,09,01,2018,YES,3,1
94362,Marcy Holmes,09,01,2018,YES,2,1
94374,Mid - City Industrial,09,01,2018,YES,2,1
94375,Como,09,01,2018,YES,2,1
94380,Logan Park,09,01,2018,YES,2,1
94395,Como,09,02,2018,YES,2,1
94400,Beltrami,09,02,2018,YES,2,1
94405,St. Anthony West,09,02,2018,YES,2,1
94410,Downtown West,09,02,2018,YES,1,1
94411,North Loop,09,02,2018,YES,1,1
94427,North Loop,09,02,2018,YES,1,1
94432,Powderhorn Park,09,02,2018,YES,3,1
94440,Marcy Holmes,09,02,2018,YES,2,1
94441,Como,09,02,2018,YES,2,1
94442,Windom,09,02,2018,YES,5,1
94443,Windom,09,02,2018,YES,5,1
94447,Linden Hills,09,02,2018,YES,5,1
94451,Lynnhurst,09,02,2018,YES,5,1
94453,Unknown,09,02,2018,YES,,1
94455,Kenny,09,02,2018,YES,5,1
94457,Kenny,09,02,2018,YES,5,1
94459,Kenny,09,02,2018,YES,5,1
94463,Mid - City Industrial,09,02,2018,YES,2,1
94464,Como,09,02,2018,YES,2,1
94466,Mid - City Industrial,09,02,2018,YES,2,1
94468,Como,09,02,2018,YES,2,1
94502,Columbia Park,09,02,2018,YES,2,1
94507,Webber - Camden,09,02,2018,YES,4,1
94517,Victory,09,02,2018,YES,4,1
94540,Downtown West,09,03,2018,YES,1,1
94544,Near - North,09,03,2018,YES,4,1
94548,Hiawatha,09,03,2018,YES,3,1
94565,Standish,09,03,2018,YES,3,1
94576,Powderhorn Park,09,03,2018,YES,3,1
94587,Phillips West,09,03,2018,YES,3,1
94589,Waite Park,09,03,2018,YES,2,1
94602,Lyndale,09,03,2018,YES,5,1
94605,Downtown West,09,03,2018,YES,1,1
94608,Como,09,03,2018,YES,2,1
94609,Como,09,03,2018,YES,2,1
94614,Mid - City Industrial,09,03,2018,YES,2,1
94622,Logan Park,09,03,2018,YES,2,1
94631,Lyndale,09,03,2018,YES,5,1
94634,King Field,09,03,2018,YES,5,1
94642,Downtown West,09,03,2018,YES,1,1
94657,Longfellow,09,04,2018,YES,3,1
94664,Ventura Village,09,04,2018,YES,3,1
94667,Steven's Square - Loring Heights,09,04,2018,YES,5,1
94688,Harrison,09,04,2018,YES,4,1
94708,CARAG,09,04,2018,YES,5,1
94785,McKinley,09,05,2018,YES,4,1
94798,Hawthorne,09,05,2018,YES,4,1
94812,Folwell,09,05,2018,YES,4,1
94814,Jordan,09,05,2018,YES,4,1
94817,Near - North,09,05,2018,YES,4,1
94827,Holland,09,05,2018,YES,2,1
94840,Marcy Holmes,09,05,2018,YES,2,1
94844,Como,09,05,2018,YES,2,1
94850,Beltrami,09,05,2018,YES,2,1
94900,Unknown,09,06,2018,YES,,1
94955,Loring Park,09,06,2018,YES,1,1
94965,Downtown West,09,06,2018,YES,1,1
94985,Cedar Riverside,09,07,2018,YES,1,1
94997,Windom Park,09,07,2018,YES,2,1
95011,Nicollet Island - East Bank,09,07,2018,YES,2,1
95015,Nicollet Island - East Bank,09,07,2018,YES,2,1
95021,Near - North,09,07,2018,YES,4,1
95025,Near - North,09,07,2018,YES,4,1
95026,Folwell,09,07,2018,YES,4,1
95033,Hawthorne,09,07,2018,YES,4,1
95034,Hawthorne,09,07,2018,YES,4,1
95051,Ventura Village,09,07,2018,YES,3,1
95061,Powderhorn Park,09,07,2018,YES,3,1
95111,Whittier,09,08,2018,YES,5,1
95126,Armatage,09,08,2018,YES,5,1
95132,Powderhorn Park,09,08,2018,YES,3,1
95134,St. Anthony West,09,08,2018,YES,2,1
95143,Whittier,09,08,2018,YES,5,1
95150,Whittier,09,08,2018,YES,5,1
95153,St. Anthony East,09,08,2018,YES,2,1
95155,Whittier,09,08,2018,YES,5,1
95159,Longfellow,09,08,2018,YES,3,1
95162,Longfellow,09,08,2018,YES,3,1
95165,North Loop,09,08,2018,YES,1,1
95166,Hiawatha,09,08,2018,YES,3,1
95170,Hiawatha,09,08,2018,YES,3,1
95171,Sumner - Glenwood,09,08,2018,YES,4,1
95172,Hiawatha,09,08,2018,YES,3,1
95173,Sumner - Glenwood,09,08,2018,YES,4,1
95174,Sumner - Glenwood,09,08,2018,YES,4,1
95176,Near - North,09,08,2018,YES,4,1
95180,East Isles,09,08,2018,YES,5,1
95185,Central,09,08,2018,YES,3,1
95186,Loring Park,09,08,2018,YES,1,1
95201,Downtown West,09,08,2018,YES,1,1
95213,North Loop,09,08,2018,YES,1,1
95215,North Loop,09,08,2018,YES,1,1
95217,Como,09,09,2018,YES,2,1
95218,North Loop,09,09,2018,YES,1,1
95221,Mid - City Industrial,09,09,2018,YES,2,1
95223,Marcy Holmes,09,09,2018,YES,2,1
95227,Downtown West,09,09,2018,YES,1,1
95230,Marcy Holmes,09,09,2018,YES,2,1
95247,St. Anthony West,09,09,2018,YES,2,1
95253,Mid - City Industrial,09,09,2018,YES,2,1
95254,Como,09,09,2018,YES,2,1
95257,Marcy Holmes,09,09,2018,YES,2,1
95258,Logan Park,09,09,2018,YES,2,1
95261,Elliot Park,09,09,2018,YES,1,1
95263,Downtown West,09,09,2018,YES,1,1
95264,Downtown West,09,09,2018,YES,1,1
95266,North Loop,09,09,2018,YES,1,1
95268,North Loop,09,09,2018,YES,1,1
95270,Downtown West,09,09,2018,YES,1,1
95272,Cedar Riverside,09,09,2018,YES,1,1
95274,Marcy Holmes,09,09,2018,YES,2,1
95275,Downtown West,09,09,2018,YES,1,1
95288,Downtown West,09,09,2018,YES,1,1
95320,Whittier,09,09,2018,YES,5,1
95326,Folwell,09,09,2018,YES,4,1
95327,Downtown West,09,09,2018,YES,1,1
95351,Whittier,09,10,2018,YES,5,1
95391,Loring Park,09,10,2018,YES,1,1
95393,Bottineau,09,10,2018,YES,2,1
95404,Near - North,09,10,2018,YES,4,1
95462,Harrison,07,27,2017,YES,4,1
95470,Lind - Bohanon,08,01,2017,YES,4,1
95472,Lowry Hill East,08,02,2017,YES,5,1
95483,Marcy Holmes,08,11,2017,YES,2,1
95484,Loring Park,08,11,2017,YES,1,1
95522,North Loop,09,21,2017,YES,1,1
95524,Beltrami,09,23,2017,YES,2,1
95540,Longfellow,10,04,2017,YES,3,1
95541,Loring Park,10,04,2017,YES,1,1
95546,Logan Park,10,11,2017,YES,2,1
95550,Whittier,10,13,2017,YES,5,1
95551,Diamond Lake,10,13,2017,YES,3,1
95552,Steven's Square - Loring Heights,10,13,2017,YES,5,1
95561,Seward,10,25,2017,YES,3,1
95566,Nicollet Island - East Bank,10,30,2017,YES,2,1
95574,Prospect Park - East River Road,11,13,2017,YES,2,1
95582,Prospect Park - East River Road,11,21,2017,YES,2,1
95584,St. Anthony East,11,24,2017,YES,2,1
95587,Marshall Terrace,11,28,2017,YES,2,1
95598,Willard - Hay,12,28,2017,YES,4,1
95603,CARAG,01,09,2018,YES,5,1
95610,Windom Park,01,20,2018,YES,2,1
95616,Midtown Phillips,01,25,2018,YES,3,1
95618,Logan Park,01,26,2018,YES,2,1
95624,Prospect Park - East River Road,02,13,2018,YES,2,1
95635,Marcy Holmes,03,05,2018,YES,2,1
95637,Marshall Terrace,03,07,2018,YES,2,1
95660,Seward,04,13,2018,YES,3,1
95668,Marcy Holmes,04,27,2018,YES,2,1
95672,Cleveland,05,08,2018,YES,4,1
95695,Midtown Phillips,06,12,2018,YES,3,1
95701,Lowry Hill East,06,15,2018,YES,5,1
95714,Jordan,07,03,2018,YES,4,1
95715,Whittier,07,11,2018,YES,5,1
95725,St. Anthony West,07,21,2018,YES,2,1
95738,Whittier,08,14,2018,YES,5,1
95744,Longfellow,08,29,2018,YES,3,1
95745,St. Anthony East,08,30,2018,YES,2,1
95748,Cedar Riverside,09,04,2018,YES,1,1
95749,Lyndale,09,04,2018,YES,5,1
95783,Downtown West,09,11,2018,YES,1,1
95793,Harrison,09,11,2018,YES,4,1
95804,Bottineau,09,11,2018,YES,2,1
95805,Bottineau,09,11,2018,YES,2,1
95840,Downtown West,09,11,2018,YES,1,1
95903,Near - North,09,12,2018,YES,4,1
95905,Near - North,09,12,2018,YES,4,1
95909,Willard - Hay,09,12,2018,YES,4,1
95911,Lowry Hill East,09,12,2018,YES,5,1
95928,Lyndale,09,12,2018,YES,5,1
95929,Holland,09,12,2018,YES,2,1
95943,Near - North,09,12,2018,YES,4,1
95946,Willard - Hay,09,12,2018,YES,4,1
95954,McKinley,09,12,2018,YES,4,1
95960,McKinley,09,12,2018,YES,4,1
95996,Downtown West,09,12,2018,YES,1,1
96006,Marshall Terrace,09,13,2018,YES,2,1
96062,Lyndale,09,13,2018,YES,5,1
96066,Hawthorne,09,13,2018,YES,4,1
96069,Whittier,09,13,2018,YES,5,1
96105,Cedar Riverside,09,13,2018,YES,1,1
96147,Whittier,09,14,2018,YES,5,1
96152,Steven's Square - Loring Heights,09,14,2018,YES,5,1
96153,Northeast Park,09,14,2018,YES,2,1
96175,Kenny,09,14,2018,YES,5,1
96180,Jordan,09,14,2018,YES,4,1
96182,Near - North,09,14,2018,YES,4,1
96183,Folwell,09,14,2018,YES,4,1
96203,Hawthorne,09,14,2018,YES,4,1
96221,Elliot Park,09,14,2018,YES,1,1
96229,Lyndale,09,14,2018,YES,5,1
96238,Jordan,09,14,2018,YES,4,1
96243,Jordan,09,14,2018,YES,4,1
96253,CARAG,09,14,2018,YES,5,1
96319,Lowry Hill East,09,15,2018,YES,5,1
96332,Whittier,09,15,2018,YES,5,1
96391,Lowry Hill East,09,15,2018,YES,5,1
96444,Whittier,09,16,2018,YES,5,1
96450,Lyndale,09,16,2018,YES,5,1
96466,St. Anthony East,09,16,2018,YES,2,1
96470,Whittier,09,16,2018,YES,5,1
96501,Whittier,09,16,2018,YES,5,1
96512,Whittier,09,16,2018,YES,5,1
96526,Marcy Holmes,09,17,2018,YES,2,1
96553,East Isles,09,17,2018,YES,5,1
96559,Lowry Hill East,09,17,2018,YES,5,1
96564,Phillips West,09,17,2018,YES,3,1
96567,Downtown West,09,17,2018,YES,1,1
96585,Loring Park,09,17,2018,YES,1,1
96587,Near - North,09,17,2018,YES,4,1
96605,Marshall Terrace,09,17,2018,YES,2,1
96608,Ventura Village,09,17,2018,YES,3,1
96623,Folwell,09,17,2018,YES,4,1
96629,Steven's Square - Loring Heights,09,17,2018,YES,5,1
96649,Marcy Holmes,09,18,2018,YES,2,1
96659,Hawthorne,09,18,2018,YES,4,1
96667,Downtown West,09,18,2018,YES,1,1
96678,Midtown Phillips,09,18,2018,YES,3,1
96713,Near - North,09,18,2018,YES,4,1
96714,Hawthorne,09,18,2018,YES,4,1
96715,Near - North,09,18,2018,YES,4,1
96724,Holland,09,18,2018,YES,2,1
96726,Lind - Bohanon,09,18,2018,YES,4,1
96728,Marcy Holmes,09,18,2018,YES,2,1
96734,Bottineau,09,18,2018,YES,2,1
96739,Cedar Riverside,09,18,2018,YES,1,1
96746,Holland,09,18,2018,YES,2,1
96748,Jordan,09,18,2018,YES,4,1
96750,Ventura Village,09,18,2018,YES,3,1
96757,Phillips West,09,18,2018,YES,3,1
96782,Whittier,09,18,2018,YES,5,1
96783,Holland,09,18,2018,YES,2,1
96787,Lyndale,09,18,2018,YES,5,1
96800,Near - North,09,18,2018,YES,4,1
96809,Bryn - Mawr,09,18,2018,YES,4,1
96867,Whittier,09,19,2018,YES,5,1
96884,Ventura Village,09,19,2018,YES,3,1
96885,Ventura Village,09,19,2018,YES,3,1
96886,Near - North,09,19,2018,YES,4,1
96890,Folwell,09,19,2018,YES,4,1
96892,McKinley,09,19,2018,YES,4,1
96897,Downtown West,09,19,2018,YES,1,1
96904,Jordan,09,19,2018,YES,4,1
96912,Near - North,09,19,2018,YES,4,1
96924,Near - North,09,19,2018,YES,4,1
96937,Hawthorne,09,19,2018,YES,4,1
96942,Downtown West,09,19,2018,YES,1,1
96950,Hawthorne,09,19,2018,YES,4,1
96958,Logan Park,09,19,2018,YES,2,1
96959,Mid - City Industrial,09,19,2018,YES,2,1
96976,Whittier,09,19,2018,YES,5,1
96999,Ericsson,09,19,2018,YES,3,1
97001,Downtown West,09,19,2018,YES,1,1
97007,Cedar Riverside,09,19,2018,YES,1,1
97008,Hiawatha,09,19,2018,YES,3,1
97011,Howe,09,19,2018,YES,3,1
97019,North Loop,09,19,2018,YES,1,1
97020,Whittier,09,19,2018,YES,5,1
97050,Hawthorne,09,20,2018,YES,4,1
97055,Hawthorne,09,20,2018,YES,4,1
97062,King Field,09,20,2018,YES,5,1
97065,Near - North,09,20,2018,YES,4,1
97069,McKinley,09,20,2018,YES,4,1
97076,Jordan,09,20,2018,YES,4,1
97084,Hawthorne,09,20,2018,YES,4,1
97087,Lyndale,09,20,2018,YES,5,1
97091,Cedar Riverside,09,20,2018,YES,1,1
97092,Marcy Holmes,09,20,2018,YES,2,1
97094,Whittier,09,20,2018,YES,5,1
97095,Marcy Holmes,09,20,2018,YES,2,1
97096,Marcy Holmes,09,20,2018,YES,2,1
97099,Beltrami,09,20,2018,YES,2,1
97102,Beltrami,09,20,2018,YES,2,1
97103,Near - North,09,20,2018,YES,4,1
97104,Marcy Holmes,09,20,2018,YES,2,1
97105,Willard - Hay,09,20,2018,YES,4,1
97107,Marcy Holmes,09,20,2018,YES,2,1
97115,Hawthorne,09,20,2018,YES,4,1
97116,Near - North,09,20,2018,YES,4,1
97119,Mid - City Industrial,09,20,2018,YES,2,1
97124,Jordan,09,20,2018,YES,4,1
97142,Mid - City Industrial,09,20,2018,YES,2,1
97195,Willard - Hay,09,21,2018,YES,4,1
97203,Hawthorne,09,21,2018,YES,4,1
97209,Loring Park,09,21,2018,YES,1,1
97215,Hawthorne,09,21,2018,YES,4,1
97217,Hawthorne,09,21,2018,YES,4,1
97248,Holland,09,21,2018,YES,2,1
97261,North Loop,09,21,2018,YES,4,1
97262,Hawthorne,09,21,2018,YES,4,1
97265,Sumner - Glenwood,09,21,2018,YES,4,1
97270,Sumner - Glenwood,09,21,2018,YES,4,1
97274,Sumner - Glenwood,09,21,2018,YES,4,1
97279,Sumner - Glenwood,09,21,2018,YES,4,1
97288,Sumner - Glenwood,09,21,2018,YES,4,1
97303,Cooper,09,21,2018,YES,3,1
97309,Audubon Park,09,21,2018,YES,2,1
97311,Marcy Holmes,09,21,2018,YES,2,1
97314,Cooper,09,21,2018,YES,3,1
97322,Longfellow,09,21,2018,YES,3,1
97328,Hiawatha,09,21,2018,YES,3,1
97352,Downtown West,09,22,2018,YES,1,1
97357,Downtown West,09,22,2018,YES,1,1
97430,East Phillips,09,22,2018,YES,3,1
97434,Lyndale,09,22,2018,YES,5,1
97436,Como,09,22,2018,YES,2,1
97437,Marcy Holmes,09,22,2018,YES,2,1
97442,Windom Park,09,22,2018,YES,2,1
97443,Marcy Holmes,09,22,2018,YES,2,1
97445,Mid - City Industrial,09,22,2018,YES,2,1
97446,CARAG,09,22,2018,YES,5,1
97449,Mid - City Industrial,09,22,2018,YES,2,1
97450,Mid - City Industrial,09,22,2018,YES,2,1
97457,Downtown West,09,22,2018,YES,1,1
97459,Downtown West,09,22,2018,YES,1,1
97467,Waite Park,09,22,2018,YES,2,1
97473,Logan Park,09,22,2018,YES,2,1
97485,Cedar Riverside,09,22,2018,YES,1,1
97490,Mid - City Industrial,09,22,2018,YES,2,1
97493,Wenonah,09,22,2018,YES,3,1
97531,Whittier,09,23,2018,YES,5,1
97533,Whittier,09,23,2018,YES,5,1
97544,North Loop,09,23,2018,YES,1,1
97558,Whittier,09,23,2018,YES,5,1
97564,Nicollet Island - East Bank,09,23,2018,YES,2,1
97565,Nicollet Island - East Bank,09,23,2018,YES,2,1
97566,Whittier,09,23,2018,YES,5,1
97567,Nicollet Island - East Bank,09,23,2018,YES,2,1
97569,Marcy Holmes,09,23,2018,YES,2,1
97571,Nicollet Island - East Bank,09,23,2018,YES,2,1
97577,Downtown East,09,23,2018,YES,1,1
97580,Downtown East,09,23,2018,YES,1,1
97583,Cedar Riverside,09,23,2018,YES,1,1
97584,North Loop,09,23,2018,YES,1,1
97586,North Loop,09,23,2018,YES,1,1
97591,North Loop,09,23,2018,YES,1,1
97594,Prospect Park - East River Road,09,23,2018,YES,2,1
97597,Downtown West,09,23,2018,YES,1,1
97598,Loring Park,09,23,2018,YES,1,1
97599,North Loop,09,23,2018,YES,1,1
97602,North Loop,09,23,2018,YES,1,1
97608,East Isles,09,23,2018,YES,5,1
97618,Holland,09,23,2018,YES,2,1
97619,Windom Park,09,23,2018,YES,2,1
97623,Webber - Camden,09,23,2018,YES,4,1
97624,Webber - Camden,09,23,2018,YES,4,1
97692,Near - North,09,24,2018,YES,4,1
97698,Logan Park,09,24,2018,YES,2,1
97741,Ventura Village,09,25,2018,YES,3,1
97742,Ventura Village,09,25,2018,YES,3,1
97744,Ventura Village,09,25,2018,YES,3,1
97746,Ventura Village,09,25,2018,YES,3,1
97750,Seward,09,25,2018,YES,3,1
97753,Ventura Village,09,25,2018,YES,3,1
97757,Ventura Village,09,25,2018,YES,3,1
97758,Ventura Village,09,25,2018,YES,3,1
97765,Ventura Village,09,25,2018,YES,3,1
97769,Ventura Village,09,25,2018,YES,3,1
97771,Jordan,09,25,2018,YES,4,1
97777,Hawthorne,09,25,2018,YES,4,1
97779,Lyndale,09,25,2018,YES,5,1
97781,Bottineau,09,25,2018,YES,2,1
97786,Near - North,09,25,2018,YES,4,1
97793,Hawthorne,09,25,2018,YES,4,1
97815,Whittier,09,25,2018,YES,5,1
97848,Whittier,09,26,2018,YES,5,1
97857,Hawthorne,09,26,2018,YES,4,1
97858,Jordan,09,26,2018,YES,4,1
97875,Holland,09,26,2018,YES,2,1
97886,Nicollet Island - East Bank,09,26,2018,YES,2,1
97888,Nicollet Island - East Bank,09,26,2018,YES,2,1
97890,Whittier,09,26,2018,YES,5,1
97891,Como,09,26,2018,YES,2,1
97906,Audubon Park,09,26,2018,YES,2,1
97910,North Loop,09,26,2018,YES,1,1
97925,Steven's Square - Loring Heights,09,26,2018,YES,5,1
97928,Lowry Hill,09,26,2018,YES,5,1
97937,Longfellow,09,26,2018,YES,3,1
97942,Cooper,09,26,2018,YES,3,1
97946,Seward,09,26,2018,YES,3,1
97956,Nicollet Island - East Bank,09,26,2018,YES,2,1
97966,Marshall Terrace,09,27,2018,YES,2,1
